Epoch,Train Loss,Validation Loss
174,2.5688334777630096e-05,4.959781573892668e-05
175,2.5594611210620096e-05,5.2232532922563884e-05
176,2.5529765066337484e-05,5.004482488308487e-05
177,2.6033395010143006e-05,4.9260411218836387e-05
178,2.5530527185263307e-05,4.870589613786032e-05
179,2.5045402661158605e-05,4.9526910779291185e-05
180,2.4670430314566555e-05,4.8469151530800196e-05
181,2.465508055295153e-05,4.808826548657541e-05
182,2.5145619794533683e-05,4.951681877518522e-05
183,2.4929400613724158e-05,4.8454388462263964e-05
184,2.498979387194689e-05,5.1748088625227586e-05
185,2.5604801364885323e-05,4.872528771901953e-05
186,2.4869539654524676e-05,5.327449019612937e-05
187,2.441318958580237e-05,4.736891915572101e-05
188,2.3722701208216364e-05,4.600309044251154e-05
189,2.375645663364437e-05,4.485068955169669e-05
190,2.4040302077051382e-05,4.6539147673495885e-05
191,2.3462980030232975e-05,4.581726268576137e-05
192,2.3770808033516695e-05,4.539830321124915e-05
193,2.332170441714597e-05,4.7462098782175576e-05
194,2.2849233034227427e-05,4.436752742862907e-05
195,2.248904944782884e-05,4.560592391624533e-05
196,2.2718064478951795e-05,4.4149718375812314e-05
197,2.2633938150929993e-05,4.453390740371984e-05
198,2.2539728650309403e-05,4.442095644129761e-05
199,2.2083607197193237e-05,4.3127061959741444e-05
200,2.245306627471642e-05,4.462591484831325e-05
201,2.2743422546070713e-05,4.300429196707134e-05
202,2.160094144497195e-05,4.230312168084342e-05
203,2.1750380782860108e-05,4.246849807557361e-05
204,2.106020833237161e-05,4.105631037261979e-05
205,2.0602867930549486e-05,4.123113326856802e-05
206,2.055958371031387e-05,4.079257186245302e-05
207,2.0953242522503796e-05,4.0742175268201994e-05
208,2.1125123322266958e-05,4.01642261843743e-05
209,2.097543790647439e-05,4.3095804847263055e-05
210,2.0631455318552667e-05,4.0147119554980045e-05
211,2.0626712197052508e-05,3.995479341467907e-05
212,2.0775919507161296e-05,4.0779253949636016e-05
213,2.047570125231969e-05,4.044284819272058e-05
214,2.03171176916181e-05,4.083232568769619e-05
215,2.0467097357172392e-05,4.029179489689654e-05
216,2.0843259950072088e-05,4.0849553549598006e-05
217,2.0459421773858625e-05,3.9428687686550204e-05
218,2.0119411156287997e-05,3.990225798996358e-05
219,1.9883498115914648e-05,3.7979729602049136e-05
220,2.0136600079271814e-05,3.803344844872581e-05
221,1.9903824431821703e-05,3.828120835382363e-05
222,1.966940893406241e-05,3.765926310985253e-05
223,1.9232646546101777e-05,3.8793188487661297e-05
224,1.933869387922359e-05,3.869066271802475e-05
225,1.9231783868423824e-05,3.8392046177438624e-05
226,1.9594112908917254e-05,3.767329396615768e-05
227,1.9831531119115394e-05,3.883637295200907e-05
228,1.953622318226202e-05,3.758212631761e-05
229,1.951813003337332e-05,3.7532998248934746e-05
230,1.920309873169352e-05,3.967296797782183e-05
231,1.9204058355234305e-05,3.676264514697009e-05
232,1.864211356813281e-05,3.689418081194162e-05
233,1.8934994646958237e-05,3.595978406996562e-05
234,1.8086933514809815e-05,3.536608038020545e-05
235,1.7978145704797372e-05,3.644129470119189e-05
236,1.848188704602292e-05,3.7498541722266836e-05
237,1.8229865035491772e-05,3.643443422584698e-05
238,1.782340415079018e-05,3.521274935839505e-05
239,1.799427976446419e-05,3.4005725595714715e-05
240,1.77306046805762e-05,3.714533843870821e-05
241,1.8516201566069805e-05,3.9698337686472926e-05
242,1.930676296289111e-05,3.6698420018214606e-05
243,1.8334982651767547e-05,3.582282666245411e-05
244,1.759770806027769e-05,3.44629014103577e-05
245,1.709143308007383e-05,3.399345301220129e-05
246,1.6904446589439338e-05,3.301558719048726e-05
247,1.6965559314422567e-05,3.324450868792061e-05
248,1.7270290770503726e-05,3.438983112573624e-05
249,1.7610655752299675e-05,3.47270630300045e-05
250,1.710522428138888e-05,3.414462914626146e-05
251,1.703714149008537e-05,3.294219094296468e-05
252,1.6950472189787903e-05,3.399482189581312e-05
253,1.7187941783300505e-05,3.3854728500390876e-05
254,1.9304191990723385e-05,3.5933642808733315e-05
255,1.752713669075406e-05,3.336293197333299e-05
256,1.7003834564720506e-05,3.351254533205567e-05
257,1.7610210764767796e-05,3.685072016227862e-05
258,1.7216602834102152e-05,3.3674399561152376e-05
259,1.6553334064845894e-05,3.516819681329974e-05
260,1.7012592409095116e-05,3.678456575063796e-05
261,1.7003167685570903e-05,3.2891713660852664e-05
262,1.647946282273865e-05,3.15380094026954e-05
263,1.587766776632132e-05,3.1400075712209117e-05
264,1.6348948501500076e-05,3.1582840140266665e-05
265,1.5840373315109776e-05,3.0601399966740406e-05
266,1.5747857456705692e-05,3.1436247558429324e-05
267,1.59242856797987e-05,3.2378461789982075e-05
268,1.591644480679955e-05,3.072647739137555e-05
269,1.624653292498712e-05,3.2681470399658225e-05
270,1.6520150379149306e-05,3.0945634854764776e-05
271,1.6381834525261718e-05,3.315135756314829e-05
272,1.6193118163159696e-05,3.425480380397419e-05
273,1.6260689830985564e-05,3.0099071064514334e-05
274,1.5733758457294054e-05,3.347837342077802e-05
275,1.5766510603435595e-05,3.203997139594165e-05
276,1.542930850550404e-05,3.0152763416669492e-05
277,1.556388853149938e-05,3.192806014277298e-05
278,1.529260982100948e-05,2.9963107602991934e-05
279,1.579463634447291e-05,3.300175624738993e-05
280,1.5670334486740417e-05,2.9715301533197536e-05
281,1.542706269337314e-05,2.9245877220969775e-05
282,1.562241814099252e-05,3.128017355077739e-05
283,1.5338520912838907e-05,2.970163798730435e-05
284,1.5178235681277924e-05,2.919584793713072e-05
285,1.4537900931137646e-05,2.829355372372886e-05
286,1.448842773117639e-05,2.804939948215053e-05
287,1.4786816459020663e-05,2.9327606396942302e-05
288,1.458708198885594e-05,2.817354999996465e-05
289,1.4362809477084926e-05,2.8024709398119615e-05
290,1.4525634469464421e-05,2.979355390536888e-05
291,1.4427023867530556e-05,2.8950441628694534e-05
292,1.4391614240594208e-05,2.8357286295243378e-05
293,1.4361916491280084e-05,2.857341776312939e-05
294,1.4628027967209447e-05,2.993356059144797e-05
295,1.5014173575387947e-05,3.142237406352471e-05
296,1.4846961130388081e-05,2.8334842224059432e-05
297,1.4979854940661582e-05,2.9735282818176622e-05
298,1.5117375958903596e-05,2.9072132973193094e-05
299,1.4547429224155072e-05,2.8486423403153133e-05
300,1.4162147598308993e-05,2.7029548273903544e-05
301,1.3665591792107142e-05,2.8104266826191852e-05
302,1.3906144183771363e-05,2.972962061778225e-05
303,1.4609129144007276e-05,2.9385201472403675e-05
304,1.4297791419486548e-05,2.7534427073109767e-05
305,1.42174073422713e-05,2.6095970453501776e-05
306,1.344389627398602e-05,2.6296986796861066e-05
307,1.4823325006451842e-05,3.354047858637982e-05
308,1.4920424316720716e-05,2.8455326060668148e-05
309,1.4361654857880083e-05,2.8096138226703324e-05
310,1.4512293273583054e-05,2.8136352093183788e-05
311,1.3855678743907604e-05,2.742002132059685e-05
312,1.3800075273671797e-05,2.7951171445050116e-05
313,1.4119946140924405e-05,2.819088825570612e-05
314,1.350026738283963e-05,2.617211089116232e-05
315,1.2894220658224718e-05,2.514703022637244e-05
316,1.2867280647383424e-05,2.488673279254601e-05
317,1.2914631676314205e-05,2.6056011496432898e-05
318,1.3055599089872477e-05,2.5093185330002472e-05
319,1.300608875743788e-05,2.4849039919931312e-05
320,1.3645997487715093e-05,2.8625614379115146e-05
321,1.3122716035436968e-05,2.5454835147307864e-05
322,1.3418912843415706e-05,2.5165681968089836e-05
323,1.2731814560287728e-05,2.4863354990194584e-05
324,1.2880120253800575e-05,2.4990103576846162e-05
325,1.2497383406674811e-05,2.422796819230606e-05
326,1.226761829959036e-05,2.3410315946515266e-05
327,1.2366391782616747e-05,2.3927409523006143e-05
328,1.2294365924076531e-05,2.4668638722906852e-05
329,1.2651156003843864e-05,2.5461810833678163e-05
330,1.2843538143928966e-05,2.5315648185667294e-05
331,1.354859880942466e-05,2.8536897072375848e-05
332,1.35195124412662e-05,2.6009957996550304e-05
333,1.2708662463159396e-05,2.4007654202909305e-05
334,1.2567533272447e-05,2.6271676098735167e-05
335,1.2072162092502775e-05,2.3089333212581173e-05
336,1.1897043541780319e-05,2.409853563033815e-05
337,1.258694683201611e-05,2.7759736082677185e-05
338,1.2584829377813328e-05,2.4174910102938784e-05
339,1.2301406040305978e-05,2.3948747648632734e-05
340,1.2354205406656296e-05,2.4092315439263295e-05
341,1.221021079329838e-05,2.478962394826371e-05
342,1.2066008639521898e-05,2.4422079501352432e-05
343,1.1887588510129216e-05,2.2907040065860954e-05
344,1.1914196837661338e-05,2.4183282773171007e-05
345,1.1766797577930166e-05,2.1989102041798418e-05
346,1.1278492105514581e-05,2.208153901878616e-05
347,1.1671426734116314e-05,2.3423071854330343e-05
348,1.170201566279063e-05,2.247993794173516e-05
349,1.154058634961859e-05,2.4292857289828103e-05
350,1.1722495426134816e-05,2.2082375603374737e-05
351,1.1508132367202178e-05,2.1855582499170098e-05
352,1.1473462780423719e-05,2.605579070875357e-05
353,1.1468645092902769e-05,2.2651795057001813e-05
354,1.1884790929516071e-05,2.4174918533013812e-05
355,1.145012732916351e-05,2.2424498958320452e-05
356,1.1655075499659468e-05,2.204994470330662e-05
357,1.1241709580644966e-05,2.393151978673092e-05
358,1.1301541335655954e-05,2.270895337429026e-05
359,1.1628005926593624e-05,2.3283962369093606e-05
360,1.0950469255351045e-05,2.202658657113026e-05
361,1.1215940948800537e-05,2.2612038020301483e-05
362,1.181991447710657e-05,2.3125041404674793e-05
363,1.222538071331279e-05,2.6285851069180103e-05
364,1.161840196361701e-05,2.2112421193641834e-05
365,1.111496621261126e-05,2.240531973476554e-05
366,1.1077909409229097e-05,2.3348574478436133e-05
367,1.1567926588307681e-05,2.2890854723237712e-05
368,1.0972386045413541e-05,2.210492404691618e-05
369,1.194431388285011e-05,2.4976491815699585e-05
370,1.2137067849458805e-05,2.5569429974360714e-05
371,1.1280313001720813e-05,2.140761513648362e-05
372,1.0679727962144233e-05,2.1871720874232463e-05
373,1.1321486190667953e-05,2.278167561724268e-05
374,1.0847460562844985e-05,2.1578717157886972e-05
375,1.0858403502738682e-05,2.158713478851935e-05
376,1.0852382221291292e-05,2.357206379609375e-05
377,1.1066417611236203e-05,2.182039255597468e-05
378,1.0648669759293311e-05,2.1230803947125016e-05
379,1.0309956068622655e-05,1.9735773093998432e-05
380,1.0108311885389789e-05,1.9778381503219233e-05
381,1.0321331049861579e-05,2.0324692916895808e-05
382,1.0214740077258441e-05,2.141877254150037e-05
383,1.0581334836074504e-05,2.1075198410785405e-05
384,1.037791883171504e-05,2.1149061925323874e-05
385,1.0460118285444532e-05,2.171954236410815e-05
386,1.0605828218354747e-05,2.0678847594636266e-05
387,1.013295801260091e-05,2.0084958041793314e-05
388,1.0453099545476765e-05,2.018217768134742e-05
389,1.0484324443025578e-05,2.1251599336492606e-05
390,1.0454524729946821e-05,2.102920994291018e-05
391,1.0358181316405535e-05,2.0393669797942556e-05
392,1.0121806729424359e-05,1.9528452660246143e-05
393,9.982388542868712e-06,2.0116292229243393e-05
394,1.0292909654050038e-05,2.1907062960210544e-05
395,1.1199834487593636e-05,2.8003118771674305e-05
396,1.1255824536984337e-05,2.0518685803459637e-05
397,1.003046134679482e-05,1.9539101450736152e-05
398,9.885875925678631e-06,2.057489192370197e-05
399,1.025443940808804e-05,1.9690818715326744e-05
400,9.950961624593313e-06,1.9318103822397775e-05
401,9.534265625226344e-06,1.894146493025895e-05
402,9.523635702047111e-06,1.941363945410683e-05
403,9.534611258302526e-06,1.939718274335409e-05
404,9.449086240332188e-06,1.8593167950367104e-05
405,9.674011280053649e-06,2.1212536777401793e-05
406,9.73350492884116e-06,1.8460657206717235e-05
407,9.433121685388273e-06,1.804744664194255e-05
408,9.413497072869334e-06,2.029307812837691e-05
409,9.419617608414385e-06,1.9959051258348186e-05
410,9.621420256986187e-06,2.0267701193947216e-05
411,9.640896239253724e-06,2.1367624466275348e-05
412,1.0291957055571778e-05,1.870407522174305e-05
413,9.485511590951476e-06,1.8561451599515718e-05
414,9.261088843200485e-06,1.9282720388908837e-05
415,9.180118022727427e-06,1.8785496900693095e-05
416,9.35127529122963e-06,1.8995989049816954e-05
417,9.548785124809064e-06,1.8756069515928114e-05
418,8.890846320668814e-06,1.7811716855343047e-05
419,8.899005930790485e-06,1.8552091406208687e-05
420,8.810410659423034e-06,1.7376676009132943e-05
421,9.008022306230048e-06,1.7838467892002443e-05
422,8.964285320714759e-06,1.822636494862622e-05
423,9.486220620476224e-06,2.0591219774736414e-05
424,9.596533972994777e-06,1.8194432225849095e-05
425,8.816159117549401e-06,1.751205277757655e-05
426,8.883726269263646e-06,1.8074878507518562e-05
427,9.697787654345278e-06,2.0286606640779767e-05
428,9.477162805931835e-06,1.75927452550366e-05
429,9.035554680379172e-06,1.87791193482177e-05
430,9.232535827824653e-06,1.8218527788874404e-05
431,9.67943809067445e-06,1.927037795620232e-05
432,9.207943793594966e-06,1.7601264448001467e-05
433,8.896093139151947e-06,1.8988463802841204e-05
434,8.91360857700608e-06,1.678138124306911e-05
435,8.59064071093975e-06,1.861326565066802e-05
436,9.358347572209635e-06,1.989752656362694e-05
437,8.961268859224973e-06,1.7917375401433173e-05
438,8.544092997908592e-06,1.7215775783527e-05
439,8.369934221263975e-06,1.765499413334604e-05
440,8.717340824659913e-06,1.788226092748087e-05
441,8.821551605721871e-06,1.778287837153365e-05
442,8.69659621645857e-06,1.7992589333704833e-05
443,8.91877445673313e-06,1.7629424511487113e-05
444,8.478041102001765e-06,1.76250992808491e-05
445,8.649615659217896e-06,1.7694956703304218e-05
446,8.797288444776345e-06,1.990071112482712e-05
447,8.832415112230027e-06,1.7264536943222428e-05
448,8.481577217402259e-06,1.76649731343034e-05
449,8.30835372747468e-06,1.5879862998002048e-05
450,8.269108466579226e-06,1.635311516644112e-05
451,8.411420226209508e-06,1.7281054872377166e-05
452,8.804787548483703e-06,1.926914756668025e-05
453,8.770982646543918e-06,1.732187871500079e-05
454,8.825892893645656e-06,1.683374706270366e-05
455,8.647854576401155e-06,1.7993894791037873e-05
456,8.61385829168661e-06,1.8208283240553633e-05
457,8.334400752511132e-06,1.6872199846367384e-05
458,8.580574549028072e-06,1.7764447216779507e-05
459,8.51586408881021e-06,1.7989233360979063e-05
460,8.438379857046852e-06,1.682872414299897e-05
461,8.64009855612149e-06,1.649599269449968e-05
462,8.366052272071228e-06,2.0206360756580173e-05
463,9.490854903686278e-06,2.2556113303992255e-05
464,9.275706392584433e-06,1.7530592319009633e-05
465,8.694071509345466e-06,1.7398114091363447e-05
466,8.438308151230088e-06,2.0065057444675215e-05
467,8.358891776377527e-06,1.6056757685246653e-05
468,8.170385262928903e-06,1.8480750491264565e-05
469,8.124528163722876e-06,1.856577863659838e-05
470,8.741030339071334e-06,1.6235583060388934e-05
471,8.920495697409556e-06,2.0480848415273017e-05
472,8.780889991863534e-06,2.319228369742632e-05
473,8.778006554950543e-06,1.70962023950214e-05
474,7.766597263980657e-06,1.644309176581687e-05
475,8.102066479703605e-06,1.542835199306237e-05
476,7.72068516857087e-06,1.4891129003131184e-05
477,7.747116966317568e-06,1.663202741022768e-05
478,8.005761603648164e-06,1.6108101860074133e-05
479,8.027636845483733e-06,1.6023646558410136e-05
480,7.858145068768926e-06,1.55627251811454e-05
481,7.964918191207508e-06,1.5580433958755998e-05
482,7.518336421745861e-06,1.541152616545301e-05
483,7.806336838382713e-06,1.5193039093744652e-05
484,7.658901650474632e-06,1.4594915234644351e-05
485,7.647551758744722e-06,1.629302278161049e-05
486,8.038104690434732e-06,1.6325852504513902e-05
487,7.8854847053098e-06,1.506417355468047e-05
488,7.71763112299658e-06,1.546126180167856e-05
489,7.768777843388118e-06,1.4900320594937638e-05
490,7.384736843583784e-06,1.4704118225851963e-05
491,7.849893129254082e-06,1.7419338611693217e-05
492,9.04287860913459e-06,2.346952638492502e-05
493,8.83115622102572e-06,1.9557165897226538e-05
494,9.023225595291447e-06,1.776484884963981e-05
495,8.131257170040546e-06,1.5337700184820028e-05
496,8.071285214853184e-06,1.7896840541527188e-05
497,8.643494421166592e-06,1.6716562396172307e-05
498,7.94675479169357e-06,1.5576133416194855e-05
499,7.594084058053278e-06,1.5083766253343944e-05
500,7.394081029784063e-06,1.4225210079216752e-05
501,8.113926692046867e-06,1.949024314446182e-05
502,8.021372496873012e-06,1.5558511950075627e-05
503,7.546206952297482e-06,1.6062157549734773e-05
504,7.78905157168428e-06,1.5759283219110862e-05
505,8.30828829403517e-06,1.769015697987172e-05
506,8.26383369838305e-06,1.8436063064968792e-05
507,8.041017231178181e-06,1.59899712186949e-05
508,7.667263682755031e-06,1.4829984464650525e-05
509,6.980323814786971e-06,1.3552426665635971e-05
510,7.110733813847062e-06,1.463835922487337e-05
511,7.529718076794183e-06,1.650926524548438e-05
512,7.444463072119859e-06,1.4185046391754315e-05
513,7.113861923651963e-06,1.484274498893526e-05
514,6.6933861897519695e-06,1.3809025504401531e-05
515,7.119640990979327e-06,1.58956041559577e-05
516,7.938887022740753e-06,1.5920716145172203e-05
517,7.955232787684634e-06,1.8223904972446374e-05
518,7.681269901162334e-06,1.5171123307262515e-05
519,7.504441901832691e-06,1.7311725893924976e-05
520,8.661895267793844e-06,1.8581068785539988e-05
521,8.64789823214684e-06,1.717890303678297e-05
522,7.676435754923472e-06,1.5037203737502469e-05
523,7.949135836278057e-06,2.0202093934319142e-05
524,8.117574505941493e-06,1.4941630571887925e-05
525,7.2737966547720134e-06,1.4545095297668515e-05
526,7.101307886026414e-06,1.4274665716521699e-05
527,6.7811770412814e-06,1.3529173909397475e-05
528,7.0940604300944715e-06,1.4449687722813466e-05
529,7.212874258804167e-06,1.5381573105295155e-05
530,7.215964332913402e-06,1.4977738991829341e-05
531,7.078008613838204e-06,1.4466847140534684e-05
532,7.392106836677754e-06,1.541787842770332e-05
533,7.21259822402599e-06,1.4571026007741176e-05
534,6.735613991121023e-06,1.4036508871178174e-05
535,7.011597285625236e-06,1.4344889445808426e-05
536,7.133070853185551e-06,1.3599628261451064e-05
537,6.749576704319695e-06,1.3261952774663424e-05
538,7.2752959536516975e-06,1.616665194260663e-05
539,7.281275185081979e-06,1.4652934423166103e-05
540,6.829262891752196e-06,1.3640634354268168e-05
541,6.635707465867544e-06,1.3643743646941309e-05
542,6.70809481405364e-06,1.293821902624492e-05
543,6.847312635790299e-06,1.5013662351552269e-05
544,6.972955025989434e-06,1.3810621197174849e-05
545,8.084591686854075e-06,2.014253746140106e-05
546,7.753196003814709e-06,1.634074162274342e-05
547,7.339414451993873e-06,1.5003960740206571e-05
548,7.239165103689222e-06,1.3733307373356716e-05
549,6.983997019264719e-06,1.649081522341946e-05
550,7.882134804245213e-06,1.5495280968025328e-05
551,7.009011109215047e-06,1.4105857879822625e-05
552,6.893303161005265e-06,1.3424291733074291e-05
553,6.5263842457327346e-06,1.3269124962068323e-05
554,6.475761946258617e-06,1.3300052498756298e-05
555,7.178942002516625e-06,1.7439754647684508e-05
556,7.361535370301712e-06,1.4844946643530295e-05
557,6.817879179364135e-06,1.3911011949952307e-05
558,6.648547674432911e-06,1.3678022339169321e-05
559,7.229685634856337e-06,1.362931216135621e-05
560,6.631928383661755e-06,1.2989013841183022e-05
561,6.463169070073114e-06,1.3079986393708607e-05
562,7.173908996829313e-06,1.3591555059598438e-05
563,6.641514884340095e-06,1.3990065781399608e-05
564,6.767773974670804e-06,1.5513196683906275e-05
565,6.733899976223193e-06,1.2989737422622998e-05
566,6.493375985883177e-06,1.351647139205758e-05
567,6.407702287482419e-06,1.2688949334852655e-05
568,6.434059870461452e-06,1.2804684229195117e-05
